BTC_R,BTC_R_LOW,BTC_R_MAX,BTC_R_V,Date,ETH_B,ETH_B_LOW,ETH_B_MAX,ETH_B_V,ETH_L,ETH_L_LOW,ETH_L_MAX,ETH_L_V,ETH_R,ETH_R_LOW,ETH_R_MAX,ETH_R_V,LTC_B,LTC_B_LOW,LTC_B_MAX,LTC_B_V,LTC_R,LTC_R_LOW,LTC_R_MAX,LTC_R_V,Time
253300,252000,259500,735,21.02.2019,0.0366,0.0363,0.0376,5296.3489,2.95,2.83,2.98,367,9257,9172,9656,1771,0.0123,0.0123,0.0131,5656,3140,3093,3500,1640,15:32
253300,252000,259500,736,21.02.2019,0.0366,0.0363,0.0376,5296.3489,2.95,2.83,2.98,367,9257,9172,9656,1773,0.0123,0.0123,0.0131,5654,3140,3093,3500,1640,15:33
253402,252000,259500,738,21.02.2019,0.0365,0.0363,0.0376,5325.2037,2.95,2.83,2.98,346,9255,9172,9656,1775,0.0123,0.0123,0.0131,5601,3118,3093,3500,1574,15:38
253427,252000,259500,732,21.02.2019,0.0365,0.0363,0.0376,5330.1451,2.95,2.83,2.98,346,9256,9172,9656,1767,0.0123,0.0123,0.0131,5590,3118,3093,3500,1577,15:43
253278,252000,259500,731,21.02.2019,0.0365,0.0363,0.0376,5339.9229,2.95,2.83,2.98,325,9256,9172,9656,1768,0.0123,0.0123,0.0131,5516,3117,3093,3500,1557,15:48
253001,252000,259500,732,21.02.2019,0.0366,0.0363,0.0376,5337.5415,2.95,2.83,2.98,308,9224,9172,9656,1802,0.0123,0.0123,0.0131,5509,3117,3093,3500,1537,15:53
253066,252000,259500,731,21.02.2019,0.0366,0.0363,0.0376,5338.1626,2.95,2.83,2.98,309,9246,9172,9656,1804,0.0123,0.0123,0.0131,5503,3118,3093,3500,1528,15:58
253021,252000,259500,736,21.02.2019,0.0366,0.0363,0.0376,5344.4712,2.95,2.83,2.98,309,9247,9172,9656,1771,0.0123,0.0123,0.0131,5511,3118,3093,3500,1522,16:03
253046,252000,259500,733,21.02.2019,0.0365,0.0363,0.0376,5341.9829,2.95,2.83,2.98,309,9247,9172,9656,1778,0.0123,0.0123,0.0131,5517,3117,3093,3500,1510,16:08
253016,252000,259500,732,21.02.2019,0.0365,0.0363,0.0376,5352.4405,2.95,2.83,2.98,308,9247,9172,9656,1765,0.0123,0.0123,0.0131,5498,3117,3093,3500,1511,16:13
253016,252000,259500,732,21.02.2019,0.0365,0.0363,0.0376,5354.0874,2.95,2.83,2.98,307,9248,9172,9656,1760,0.0123,0.0123,0.0131,5505,3117,3093,3500,1507,16:18
253023,252000,259500,733,21.02.2019,0.0365,0.0363,0.0376,5338.3493,2.95,2.83,2.98,307,9262,9172,9656,1762,0.0123,0.0123,0.0131,5514,3117,3093,3500,1500,16:23
253037,252000,259500,731,21.02.2019,0.0366,0.0363,0.0376,5312.8697,2.95,2.83,2.98,306,9279,9172,9656,1749,0.0124,0.0123,0.0131,5494,3134,3093,3500,1501,16:28
254001,252000,259500,732,21.02.2019,0.0366,0.0363,0.0376,5309.1663,2.95,2.83,2.98,307,9268,9172,9656,1751,0.0124,0.0123,0.0131,5476,3134,3093,3500,1501,16:33
253305,252000,259500,733,21.02.2019,0.0367,0.0363,0.0376,5317.1404,2.94,2.83,2.98,306,9247,9172,9656,1749,0.0124,0.0123,0.0131,5477,3139,3093,3500,1502,16:38
253314,252000,259500,732,21.02.2019,0.0366,0.0363,0.0376,5328.4805,2.94,2.83,2.98,308,9249,9172,9656,1742,0.0124,0.0123,0.0131,5460,3143,3093,3500,1496,16:43
253314,252000,259500,733,21.02.2019,0.0367,0.0363,0.0376,5316.8902,2.94,2.83,2.98,304,9249,9172,9656,1748,0.0124,0.0123,0.0131,5445,3143,3093,3500,1494,16:48
253314,252000,259500,733,21.02.2019,0.0367,0.0363,0.0376,5324.4968,2.94,2.83,2.98,305,9282,9172,9656,1750,0.0124,0.0123,0.0131,5452,3143,3093,3500,1433,16:53
253500,252000,259500,737,21.02.2019,0.0367,0.0363,0.0376,5317.7314,2.94,2.83,2.98,306,9282,9172,9656,1748,0.0124,0.0123,0.0131,5451,3143,3093,3500,1435,16:58
253515,252000,259500,730,21.02.2019,0.0366,0.0363,0.0376,5331.3367,2.94,2.83,2.98,308,9272,9172,9656,1750,0.0124,0.0123,0.0131,5439,3143,3093,3500,1490,17:03
253500,252000,259500,734,21.02.2019,0.0366,0.0363,0.0376,5309.5241,2.94,2.83,2.98,305,9265,9172,9656,1749,0.0123,0.0123,0.0131,5464,3134,3093,3500,1490,17:08
253000,252000,259500,732,21.02.2019,0.0366,0.0363,0.0376,5316.8828,2.94,2.83,2.98,306,9273,9172,9656,1746,0.0123,0.0123,0.0131,5447,3134,3093,3500,1490,17:13
253004,252000,259500,729,21.02.2019,0.0366,0.0363,0.0376,5295.9771,2.94,2.83,2.98,306,9276,9172,9656,1747,0.0123,0.0123,0.0131,5459,3134,3093,3500,1488,17:18
253010,252000,259500,737,21.02.2019,0.0367,0.0363,0.0376,5299.3886,2.94,2.83,2.98,307,9248,9172,9656,1738,0.0123,0.0123,0.0131,5445,3134,3093,3500,1473,17:23
253018,252000,259500,731,21.02.2019,0.0366,0.0363,0.0376,5318.3865,2.94,2.83,2.98,308,9249,9172,9656,1725,0.0123,0.0123,0.0131,5433,3134,3093,3500,1473,17:28
253025,252000,259500,733,21.02.2019,0.0366,0.0363,0.0376,5302.1028,2.94,2.83,2.98,307,9256,9172,9656,1727,0.0123,0.0123,0.0131,5421,3129,3093,3500,1472,17:33
253027,252000,259500,734,21.02.2019,0.0366,0.0363,0.0376,5300.0644,2.94,2.83,2.98,308,9248,9172,9656,1726,0.0123,0.0123,0.0131,5416,3129,3093,3500,1470,17:38
253030,252000,259500,731,21.02.2019,0.0366,0.0363,0.0376,5305.6565,2.94,2.83,2.98,306,9249,9172,9656,1721,0.0124,0.0123,0.0131,5402,3129,3093,3500,1468,17:43
253175,252000,259500,734,21.02.2019,0.0366,0.0363,0.0376,5312.6135,2.94,2.83,2.98,307,9249,9172,9656,1722,0.0123,0.0123,0.0131,5455,3134,3093,3500,1471,17:48
253175,252000,259500,732,21.02.2019,0.0366,0.0363,0.0376,5297.8319999999985,2.95,2.83,2.98,307,9250,9172,9656,1722,0.0123,0.0123,0.0131,5419,3134,3093,3500,1464,17:53
253500,252000,259500,735,21.02.2019,0.0366,0.0363,0.0376,5337.4481,2.95,2.83,2.98,307,9267,9172,9656,1721,0.0123,0.0123,0.0131,5400,3134,3093,3500,1462,17:58
253500,252000,259500,728,21.02.2019,0.0366,0.0363,0.0376,5333.2567,2.95,2.83,2.98,307,9248,9172,9656,1722,0.0123,0.0123,0.0131,5421,3134,3093,3500,1454,18:03
252828,252000,259500,733,21.02.2019,0.0366,0.0363,0.0376,5308.123000000001,2.95,2.83,2.98,306,9250,9172,9656,1722,0.0123,0.0123,0.0131,5330,3119,3093,3500,1467,18:08
252820,252000,259500,737,21.02.2019,0.0365,0.0363,0.0376,5304.6719,2.95,2.86,2.98,303,9250,9172,9656,1717,0.0123,0.0123,0.0131,5324,3125,3093,3500,1466,18:13
252820,252000,259500,728,21.02.2019,0.0366,0.0363,0.0376,5325.3803,2.95,2.86,2.98,302,9280,9172,9656,1714,0.0123,0.0123,0.0131,5344,3125,3093,3500,1465,18:18
252820,252000,259500,736,21.02.2019,0.0366,0.0363,0.0376,5289.512,2.95,2.86,2.98,302,9251,9172,9656,1718,0.0123,0.0123,0.0131,5307,3126,3093,3500,1468,18:23
252820,252000,259500,732,21.02.2019,0.0366,0.0363,0.0376,5296.5553,2.96,2.86,2.98,302,9250,9172,9656,1712,0.0124,0.0123,0.0131,5316,3134,3093,3500,1465,18:28
252840,252000,259500,730,21.02.2019,0.0366,0.0363,0.0376,5295.435,2.95,2.86,2.98,302,9259,9172,9656,1714,0.0124,0.0123,0.0131,5302,3143,3093,3500,1467,18:33
252840,252000,259500,729,21.02.2019,0.0367,0.0363,0.0376,5275.4026,2.95,2.86,2.98,301,9266,9172,9656,1721,0.0125,0.0123,0.0131,5288,3143,3093,3500,1470,18:38
253002,252000,259500,724,21.02.2019,0.0367,0.0363,0.0376,5291.4123,2.95,2.86,2.98,303,9262,9172,9656,1723,0.0124,0.0123,0.0131,5299,3143,3093,3500,1468,18:43
253006,252000,259500,726,21.02.2019,0.0367,0.0363,0.0376,5269.3,2.95,2.86,2.98,302,9259,9172,9656,1716,0.0124,0.0123,0.0131,5290,3134,3093,3500,1473,18:48
252860,252000,259500,726,21.02.2019,0.0367,0.0363,0.0376,5261.4031,2.95,2.86,2.98,301,9259,9172,9656,1722,0.0124,0.0123,0.0131,5287,3134,3093,3500,1474,18:53
252820,252000,259500,726,21.02.2019,0.0367,0.0363,0.0376,5272.0367,2.95,2.86,2.98,302,9257,9172,9656,1720,0.0124,0.0123,0.0131,5224,3135,3093,3500,1473,18:58
252801,252000,259500,727,21.02.2019,0.0367,0.0363,0.0376,5259.7077,2.95,2.86,2.98,301,9254,9172,9656,1726,0.0124,0.0123,0.0131,5222,3135,3093,3500,1474,19:03
252800,252000,259500,731,21.02.2019,0.0367,0.0363,0.0376,5269.4324,2.95,2.86,2.98,298,9251,9172,9656,1719,0.0124,0.0123,0.0131,5188,3135,3093,3500,1421,19:08
252800,252000,259500,724,21.02.2019,0.0367,0.0363,0.0376,5227.7925,2.95,2.86,2.98,300,9250,9172,9656,1718,0.0123,0.0123,0.0131,5224,3126,3093,3500,1436,19:13
252660,252000,259500,728,21.02.2019,0.0365,0.0363,0.0376,5278.1586,2.95,2.86,2.98,299,9227,9172,9656,1727,0.0124,0.0123,0.0131,5216,3119,3093,3500,1437,19:18
252000,252000,259500,728,21.02.2019,0.0365,0.0363,0.0376,5252.9501,2.95,2.86,2.98,299,9200,9172,9656,1745,0.0123,0.0123,0.0131,5203,3108,3093,3500,1450,19:23
252001,252000,259500,726,21.02.2019,0.0365,0.0363,0.0376,5260.3154,2.95,2.86,2.98,301,9201,9172,9656,1746,0.0123,0.0123,0.0131,5189,3108,3093,3500,1449,19:28
252010,252000,259500,729,21.02.2019,0.0365,0.0363,0.0376,5248.7274,2.95,2.86,2.98,299,9200,9172,9656,1738,0.0123,0.0123,0.0131,5135,3108,3093,3500,1443,19:33
252010,252000,259500,726,21.02.2019,0.0364,0.0363,0.0376,5275.1247,2.95,2.86,2.98,301,9200,9172,9656,1744,0.0123,0.0123,0.0131,5089,3108,3093,3500,1444,19:38
252018,252000,259500,731,21.02.2019,0.0364,0.0363,0.0376,5255.8223,2.95,2.86,2.98,300,9203,9172,9656,1744,0.0123,0.0123,0.0131,5086,3108,3093,3500,1454,19:43
252133,252000,259500,728,21.02.2019,0.0364,0.0363,0.0376,5265.0608,2.95,2.86,2.98,300,9201,9172,9656,1741,0.0123,0.0123,0.0131,5112,3108,3093,3500,1451,19:48
252170,252000,259500,732,21.02.2019,0.0365,0.0363,0.0376,5245.2679,2.95,2.86,2.98,300,9202,9172,9656,1740,0.0123,0.0123,0.0131,5110,3108,3093,3500,1450,19:53
252175,252000,259500,726,21.02.2019,0.0364,0.0363,0.0376,5244.7267,2.95,2.86,2.98,301,9202,9172,9656,1736,0.0123,0.0123,0.0131,5108,3108,3093,3500,1400,19:58
252186,252000,259500,723,21.02.2019,0.0364,0.0363,0.0376,5244.3986,2.95,2.86,2.98,302,9203,9172,9656,1741,0.0123,0.0123,0.0131,5090,3117,3093,3500,1402,20:03
253822,252000,259500,728,21.02.2019,0.0365,0.0363,0.0376,5249.5669,2.95,2.86,2.98,300,9203,9172,9656,1730,0.0123,0.0123,0.0131,5058,3118,3093,3500,1400,20:08
253315,252000,259500,730,21.02.2019,0.0364,0.0363,0.0376,5253.7936,2.95,2.86,2.98,301,9200,9172,9656,1733,0.0123,0.0123,0.0131,5111,3135,3093,3500,1398,20:13
252924,252000,259500,728,21.02.2019,0.0366,0.0363,0.0376,5233.9103,2.95,2.86,2.98,305,9200,9172,9656,1743,0.0123,0.0123,0.0131,5084,3122,3093,3500,1422,20:18
252924,252000,259500,729,21.02.2019,0.0364,0.0363,0.0376,5236.6053,2.95,2.86,2.98,305,9201,9172,9656,1739,0.0123,0.0123,0.0131,5079,3122,3093,3500,1420,20:23
252924,252000,259500,729,21.02.2019,0.0364,0.0363,0.0376,5258.2005,2.95,2.86,2.98,308,9201,9172,9656,1735,0.0123,0.0123,0.013,4830,3122,3093,3500,1417,20:28
252924,252000,259500,730,21.02.2019,0.0364,0.0363,0.0376,5255.9808,2.95,2.86,2.98,308,9200,9172,9656,1744,0.0123,0.0123,0.013000000000000001,4813,3122,3093,3500,1417,20:33
252822,252000,259500,727,21.02.2019,0.0364,0.0363,0.0376,5232.0906,2.95,2.86,2.98,310,9201,9172,9656,1733,0.0123,0.0123,0.013,4823,3122,3093,3500,1427,20:38
252753,252000,259500,732,21.02.2019,0.0365,0.0363,0.0376,5277.1271,2.95,2.86,2.98,307,9201,9172,9656,1738,0.0123,0.0123,0.013000000000000001,4815,3117,3093,3500,1409,20:43
252821,252000,259500,724,21.02.2019,0.0365,0.0363,0.0376,5282.1338,2.95,2.86,2.98,307,9202,9172,9656,1733,0.0123,0.0123,0.013,4807,3117,3093,3500,1408,20:48
252825,252000,259500,729,21.02.2019,0.0365,0.0363,0.0376,5253.6132,2.95,2.86,2.98,308,9202,9172,9656,1735,0.0123,0.0123,0.013000000000000001,4805,3117,3093,3500,1408,20:53
252826,252000,259500,727,21.02.2019,0.0365,0.0363,0.0376,5271.4593,2.95,2.86,2.98,308,9235,9172,9656,1730,0.0123,0.0123,0.013,4801,3117,3093,3500,1408,20:58
252820,252000,259500,727,21.02.2019,0.0365,0.0363,0.0376,5254.444,2.95,2.86,2.98,306,9221,9172,9656,1730,0.0123,0.0123,0.013000000000000001,4801,3117,3093,3500,1408,21:03
252827,252000,259500,731,21.02.2019,0.0365,0.0363,0.0376,5260.4998,2.95,2.86,2.98,306,9221,9172,9656,1727,0.0123,0.0123,0.013,4794,3117,3093,3500,1404,21:08
252827,252000,259500,730,21.02.2019,0.0365,0.0363,0.0376,5284.0725,2.95,2.86,2.98,306,9222,9172,9656,1734,0.0123,0.0123,0.013000000000000001,4775,3117,3093,3500,1404,21:13
252827,252000,259500,731,21.02.2019,0.0365,0.0363,0.0376,5303.6857,2.95,2.86,2.98,308,9221,9172,9656,1735,0.0123,0.0123,0.013,4772,3117,3093,3500,1405,21:18
252827,252000,259500,730,21.02.2019,0.0365,0.0363,0.0376,5313.4864,2.95,2.86,2.98,307,9222,9172,9656,1742,0.0123,0.0123,0.013000000000000001,4779,3117,3093,3500,1404,21:23
252827,252000,259500,725,21.02.2019,0.0365,0.0363,0.0376,5287.555,2.95,2.86,2.98,308,9225,9172,9656,1746,0.0123,0.0123,0.013,4792,3117,3093,3500,1400,21:28
252827,252000,259500,726,21.02.2019,0.0365,0.0363,0.0376,5293.2266,2.95,2.86,2.98,308,9225,9172,9656,1761,0.0123,0.0123,0.013000000000000001,4790,3117,3093,3500,1389,21:33
252827,252000,259500,730,21.02.2019,0.0365,0.0363,0.0376,5290.8893,2.95,2.86,2.98,308,9225,9172,9656,1757,0.0123,0.0123,0.013,4787,3117,3093,3500,1389,21:38
252827,252000,259500,730,21.02.2019,0.0365,0.0363,0.0376,5311.389,2.95,2.86,2.98,308,9226,9172,9656,1755,0.0123,0.0123,0.013000000000000001,4793,3117,3093,3500,1389,21:43
252827,252000,259500,726,21.02.2019,0.0365,0.0363,0.0376,5304.2914,2.95,2.86,2.98,309,9221,9172,9656,1759,0.0123,0.0123,0.013,4779,3118,3093,3500,1399,21:48
252827,252000,259500,726,21.02.2019,0.0365,0.0363,0.0376,5320.8225,2.95,2.86,2.98,308,9205,9172,9656,1763,0.0123,0.0123,0.013000000000000001,4795,3130,3093,3500,1397,21:53
252827,252000,259500,726,21.02.2019,0.0365,0.0363,0.0376,5321.5818,2.95,2.86,2.98,306,9207,9172,9656,1764,0.0123,0.0123,0.013,4719,3130,3093,3500,1394,21:58
253500,252000,259500,726,21.02.2019,0.0365,0.0363,0.0376,5307.5256,2.95,2.86,2.98,312,9250,9172,9656,1763,0.0123,0.0123,0.013000000000000001,4733,3123,3093,3500,1442,22:03
252827,252000,259500,730,21.02.2019,0.0365,0.0363,0.0376,5324.6444,2.95,2.86,2.98,312,9241,9172,9656,1768,0.0123,0.0123,0.013,4746,3123,3093,3500,1444,22:08
253000,252000,259500,730,21.02.2019,0.0365,0.0363,0.0376,5373.2748,2.95,2.86,2.98,313,9234,9172,9656,1771,0.0123,0.0123,0.013000000000000001,4766,3117,3093,3500,1451,22:13
253555,252000,259500,735,21.02.2019,0.0365,0.0363,0.0376,5394.394,2.96,2.86,2.98,313,9246,9172,9656,1770,0.0123,0.0123,0.013,4775,3117,3093,3500,1450,22:18
253333,252000,259500,740,21.02.2019,0.0365,0.0363,0.0376,5422.1837,2.96,2.86,2.98,316,9247,9172,9656,1773,0.0123,0.0123,0.013000000000000001,4807,3108,3093,3500,1459,22:23
252842,252000,259500,743,21.02.2019,0.0365,0.0363,0.0376,5427.4076,2.96,2.86,2.98,318,9247,9172,9656,1781,0.0123,0.0123,0.013,4814,3117,3093,3500,1459,22:28
252867,252000,259500,744,21.02.2019,0.0365,0.0363,0.0376,5450.9029,2.95,2.86,2.98,319,9248,9172,9656,1781,0.0123,0.0123,0.013000000000000001,4837,3117,3093,3500,1462,22:33
253550,252000,259500,754,21.02.2019,0.0365,0.0363,0.0376,5451.9924,2.95,2.86,2.98,319,9249,9172,9656,1784,0.0123,0.0123,0.013,4837,3117,3093,3500,1461,22:38
253569,252000,259500,761,21.02.2019,0.0365,0.0363,0.0376,5475.3044,2.95,2.86,2.98,320,9247,9172,9656,1784,0.0123,0.0123,0.013000000000000001,4859,3118,3093,3500,1473,22:43
254100,252000,259500,761,21.02.2019,0.0366,0.0363,0.0376,5496.5339,2.95,2.86,2.98,322,9247,9172,9656,1790,0.0123,0.0123,0.013,4872,3117,3093,3500,1477,22:48
253594,252000,259500,767,21.02.2019,0.0366,0.0363,0.0376,5511.408,2.95,2.86,2.98,322,9248,9172,9656,1794,0.0123,0.0123,0.013000000000000001,4891,3117,3093,3500,1477,22:53
253982,252000,259500,771,21.02.2019,0.0366,0.0363,0.0376,5525.1822,2.95,2.86,2.98,324,9248,9172,9656,1795,0.0123,0.0123,0.013,4911,3117,3093,3500,1482,22:58
254238,252000,259500,782,21.02.2019,0.0365,0.0363,0.0376,5544.31,2.95,2.86,2.98,324,9275,9172,9656,1795,0.0123,0.0123,0.013000000000000001,4910,3117,3093,3500,1482,23:03
254175,252000,259500,782,21.02.2019,0.0366,0.0363,0.0376,5588.4306,2.95,2.86,2.98,326,9279,9172,9656,1799,0.0123,0.0123,0.013,4910,3117,3093,3500,1482,23:08
254703,252000,256736,771,22.02.2019,0.0369,0.0363,0.0373,5266.491,2.97,2.94,2.99,322,9430,9172,9488,1586,0.0125,0.0123,0.0126,3934,3169,3093,3219,1065,13:06
254703,252000,256736,771,22.02.2019,0.0369,0.0363,0.0373,5274.5062,2.97,2.94,2.99,322,9430,9172,9488,1594,0.0124,0.0123,0.0126,3936,3170,3093,3219,1035,13:11
254703,252000,256736,774,22.02.2019,0.037000000000000005,0.0363,0.0373,5278.2944,2.97,2.94,2.99,321,9430,9172,9488,1604,0.0124,0.0123,0.0126,3934,3171,3093,3219,1036,13:16
254704,252000,256736,765,22.02.2019,0.037000000000000005,0.0363,0.0373,5299.5046,2.97,2.94,2.99,321,9430,9172,9488,1617,0.0124,0.0123,0.0126,3945,3169,3093,3219,1039,13:21
254706,252000,256736,769,22.02.2019,0.037000000000000005,0.0363,0.0373,5334.6932,2.97,2.94,2.99,321,9416,9172,9488,1627,0.0124,0.0123,0.0126,3904,3171,3093,3219,1037,13:26
254708,252000,256736,766,22.02.2019,0.0369,0.0363,0.0373,5327.8358,2.97,2.94,2.99,321,9416,9172,9488,1630,0.0124,0.0123,0.0126,3924,3178,3093,3219,1049,13:31
255567,252000,256736,766,22.02.2019,0.0369,0.0363,0.0373,5317.5818,2.97,2.94,2.99,320,9417,9172,9488,1632,0.0124,0.0123,0.0126,3916,3171,3093,3219,1031,13:36
254708,252000,256736,763,22.02.2019,0.037000000000000005,0.0363,0.0373,5324.5501,2.97,2.94,2.99,318,9419,9172,9488,1625,0.0124,0.0123,0.0126,3899,3169,3093,3219,1031,13:41
254733,252000,256736,766,22.02.2019,0.037000000000000005,0.0363,0.0373,5274.3895,2.97,2.94,2.99,319,9419,9172,9488,1605,0.0124,0.0123,0.0126,3906,3169,3093,3219,1023,13:46
254760,252000,256736,764,22.02.2019,0.037000000000000005,0.0363,0.0373,5267.8076,2.97,2.94,2.99,319,9450,9172,9488,1599,0.0124,0.0123,0.0126,3892,3169,3099,3219,1002,13:51
254760,252000,256736,765,22.02.2019,0.037000000000000005,0.0363,0.0373,5296.4476,2.97,2.94,2.99,321,9426,9172,9488,1598,0.0124,0.0123,0.0126,3883,3152,3099,3219,1021,13:56
254760,252000,256736,766,22.02.2019,0.037000000000000005,0.0363,0.0373,5277.6768,2.97,2.94,2.99,319,9427,9172,9488,1600,0.0124,0.0123,0.0126,3885,3160,3099,3219,1022,14:01
254760,252000,256736,764,22.02.2019,0.037000000000000005,0.0363,0.0373,5284.4993,2.97,2.94,2.99,320,9431,9172,9488,1594,0.0124,0.0123,0.0126,3885,3160,3099,3219,1022,14:06
254760,252000,256736,763,22.02.2019,0.037000000000000005,0.0363,0.0373,5280.6327,2.97,2.94,2.99,319,9442,9172,9488,1594,0.0124,0.0123,0.0126,3902,3160,3099,3219,1029,14:11
254760,252000,256736,763,22.02.2019,0.037000000000000005,0.0363,0.0373,5261.0509999999995,2.98,2.94,2.99,318,9443,9172,9488,1599,0.0124,0.0123,0.0126,3891,3160,3099,3219,1027,14:16
254760,252000,256736,761,22.02.2019,0.037000000000000005,0.0363,0.0373,5268.7204,2.98,2.94,2.99,316,9444,9172,9488,1583,0.0124,0.0123,0.0126,3882,3157,3099,3219,1035,14:21
254769,252000,256736,761,22.02.2019,0.037000000000000005,0.0363,0.0373,5256.6899,2.98,2.94,2.99,316,9444,9188,9488,1523,0.0124,0.0123,0.0126,3877,3157,3099,3219,1038,14:26
254769,252000,256736,762,22.02.2019,0.037000000000000005,0.0363,0.0373,5258.2105,2.98,2.94,2.99,317,9443,9195,9488,1534,0.0124,0.0123,0.0126,3867,3157,3099,3219,1034,14:31
254773,252000,256736,761,22.02.2019,0.037000000000000005,0.0363,0.0373,5240.8155,2.98,2.94,2.99,316,9429,9195,9488,1537,0.0124,0.0123,0.0126,3847,3157,3108,3219,1031,14:36
254951,252000,256736,761,22.02.2019,0.037000000000000005,0.0363,0.0373,5216.505,2.98,2.94,2.99,315,9429,9195,9488,1526,0.0124,0.0123,0.0126,3862,3157,3108,3219,1029,14:41
255100,252000,256736,757,22.02.2019,0.037000000000000005,0.0363,0.0374,5363.6507,2.98,2.94,2.99,317,9429,9195,9488,1450,0.0124,0.0123,0.0126,3851,3165,3108,3219,1025,14:46
254950,252000,256736,762,22.02.2019,0.037000000000000005,0.0363,0.0374,5383.0334,2.98,2.94,2.99,316,9430,9195,9488,1450,0.0124,0.0123,0.0126,3852,3157,3108,3219,1025,14:51
254950,252000,256736,758,22.02.2019,0.0369,0.0363,0.0374,5363.3793,2.98,2.94,2.99,316,9430,9195,9488,1452,0.0124,0.0123,0.0126,3834,3166,3108,3219,1009,14:56
255000,252000,256736,760,22.02.2019,0.037000000000000005,0.0363,0.0374,5332.3869,2.97,2.94,2.99,315,9430,9195,9488,1446,0.0124,0.0123,0.0126,3840,3167,3108,3219,1009,15:01
255000,252000,256736,761,22.02.2019,0.037000000000000005,0.0363,0.0374,5336.7117,2.97,2.94,2.99,314,9430,9195,9488,1446,0.0124,0.0123,0.0126,3834,3157,3108,3219,978,15:06
255000,252000,256736,755,22.02.2019,0.037000000000000005,0.0363,0.0374,5351.3824,2.97,2.94,2.99,313,9430,9195,9488,1451,0.0124,0.0123,0.0126,3834,3157,3108,3219,978,15:11
255000,252000,256736,757,22.02.2019,0.037000000000000005,0.0363,0.0374,5354.3272,2.97,2.94,2.99,316,9417,9195,9488,1454,0.0124,0.0123,0.0126,3858,3157,3108,3219,978,15:16
255000,252000,256736,757,22.02.2019,0.037000000000000005,0.0363,0.0374,5348.1662,2.97,2.94,2.99,315,9425,9195,9488,1459,0.0124,0.0123,0.0126,3858,3157,3108,3219,979,15:21
255175,252000,256736,761,22.02.2019,0.037000000000000005,0.0363,0.0374,5344.142,2.97,2.94,2.99,314,9440,9195,9488,1459,0.0124,0.0123,0.0126,3849,3161,3108,3219,974,15:26
255175,252000,256736,756,22.02.2019,0.0371,0.0363,0.0374,5350.4061,2.97,2.94,2.99,315,9445,9195,9500,1472,0.0124,0.0123,0.0126,3857,3161,3108,3219,976,15:31
255178,252000,256736,758,22.02.2019,0.037000000000000005,0.0363,0.0374,5353.2357,2.97,2.94,2.99,315,9446,9195,9500,1464,0.0124,0.0123,0.0126,3856,3161,3108,3219,975,15:36
255203,252000,256736,756,22.02.2019,0.0371,0.0363,0.0374,5347.4066,2.97,2.94,2.99,315,9459,9195,9500,1465,0.0124,0.0123,0.0126,3871,3165,3108,3219,972,15:41
255341,252000,256736,760,22.02.2019,0.0372,0.0363,0.0374,5304.1794,2.97,2.94,2.99,315,9500,9195,9520,1465,0.0124,0.0123,0.0126,3866,3180,3108,3219,981,15:46
255341,252000,256736,757,22.02.2019,0.0371,0.0363,0.0374,5303.4927,2.97,2.94,2.99,314,9456,9195,9520,1474,0.0124,0.0123,0.0126,3872,3180,3108,3219,984,15:51
255300,252000,256736,761,22.02.2019,0.0371,0.0363,0.0374,5313.3973,2.97,2.94,2.99,314,9457,9195,9520,1436,0.0124,0.0123,0.0126,3858,3169,3108,3219,999,15:56
255000,252000,256736,758,22.02.2019,0.0371,0.0363,0.0374,5320.9689,2.97,2.94,2.99,316,9457,9195,9520,1436,0.0124,0.0123,0.0126,3850,3178,3108,3219,998,16:01
255194,252000,256736,762,22.02.2019,0.037000000000000005,0.0363,0.0374,5334.9628,2.97,2.94,2.99,316,9457,9195,9520,1434,0.0124,0.0123,0.0126,3859,3173,3108,3219,1000,16:06
256300,252000,256736,758,22.02.2019,0.037000000000000005,0.0363,0.0374,5286.9256,2.97,2.94,2.99,315,9458,9195,9520,1436,0.0124,0.0123,0.0126,3880,3169,3108,3219,1006,16:11
255217,252000,257000,763,22.02.2019,0.037000000000000005,0.0363,0.0374,5259.6663,2.97,2.94,2.99,315,9459,9195,9520,1445,0.0124,0.0123,0.0126,3863,3169,3108,3219,1005,16:16
255665,252000,257000,760,22.02.2019,0.037000000000000005,0.0363,0.0374,5290.5742,2.97,2.94,2.99,315,9459,9195,9520,1430,0.0124,0.0123,0.0126,3859,3180,3108,3219,1005,16:21
255667,252000,257000,764,22.02.2019,0.037000000000000005,0.0363,0.0374,5288.6759999999995,2.97,2.94,2.99,315,9459,9195,9520,1433,0.0124,0.0123,0.0126,3859,3180,3108,3219,1001,16:26
255667,252000,257000,760,22.02.2019,0.037000000000000005,0.0363,0.0374,5277.0468,2.98,2.94,3.07,317,9499,9195,9520,1427,0.0124,0.0123,0.0126,3859,3189,3108,3219,1014,16:31
255367,252000,257000,758,22.02.2019,0.037000000000000005,0.0363,0.0374,5252.0999,2.99,2.94,3.07,318,9457,9195,9520,1434,0.0124,0.0123,0.0126,3838,3189,3108,3219,1022,16:36
255689,252000,257319,758,22.02.2019,0.0371,0.0363,0.0374,5306.3018,2.99,2.94,3.07,317,9457,9195,9520,1434,0.0124,0.0123,0.0126,3856,3189,3108,3219,1021,16:41
