BTC_R,BTC_R_LOW,BTC_R_MAX,BTC_R_V,Date,ETH_B,ETH_B_LOW,ETH_B_MAX,ETH_B_V,ETH_L,ETH_L_LOW,ETH_L_MAX,ETH_L_V,ETH_R,ETH_R_LOW,ETH_R_MAX,ETH_R_V,LTC_B,LTC_B_LOW,LTC_B_MAX,LTC_B_V,LTC_R,LTC_R_LOW,LTC_R_MAX,LTC_R_V,Time
254800,248282,257679,847,06.03.2019,0.0356,0.034,0.036000000000000004,7810.8997,2.5,2.44,2.77,674,9067,8455,9234,2060,0.0142,0.0124,0.0145,7190,3625,3089,3720,3589,14:07
254805,248290,257679,846,06.03.2019,0.0356,0.034,0.036000000000000004,7816.941999999999,2.5,2.44,2.77,675,9088,8455,9234,2056,0.0142,0.0124,0.0145,7180,3635,3091,3720,3587,14:12
254808,248290,257679,850,06.03.2019,0.0356,0.034,0.036000000000000004,7798.6008,2.5,2.44,2.77,673,9088,8455,9234,2068,0.0142,0.0124,0.0145,7169,3625,3091,3720,3599,14:17
254501,248614,257679,851,06.03.2019,0.0356,0.034,0.036000000000000004,7803.0773,2.5,2.44,2.77,673,9067,8455,9234,2059,0.0142,0.0124,0.0145,7153,3625,3091,3720,3556,14:22
254500,248614,257679,846,06.03.2019,0.0356,0.034,0.036000000000000004,7838.6709,2.5,2.44,2.77,674,9067,8455,9234,2057,0.0142,0.0124,0.0145,7187,3624,3094,3720,3555,14:27
254333,248649,257679,847,06.03.2019,0.0356,0.034,0.036000000000000004,7833.1397,2.5,2.44,2.77,674,9027,8455,9234,2071,0.0142,0.0124,0.0145,7197,3614,3094,3720,3568,14:32
254336,248649,257679,852,06.03.2019,0.0355,0.034,0.036000000000000004,7887.8872,2.5,2.44,2.77,674,9027,8455,9234,2079,0.0142,0.0124,0.0145,7222,3604,3099,3720,3566,14:37
254111,248649,257679,851,06.03.2019,0.0356,0.034,0.036000000000000004,7854.3999,2.5,2.44,2.77,670,9028,8455,9234,2078,0.0142,0.0125,0.0145,7212,3605,3099,3720,3562,14:42
254112,248649,257679,852,06.03.2019,0.0356,0.0341,0.036000000000000004,7869.3077,2.5,2.44,2.77,671,9039,8455,9234,2068,0.0143,0.0125,0.0145,7226,3625,3108,3720,3561,14:47
254113,248649,257679,854,06.03.2019,0.0357,0.0341,0.036000000000000004,7864.4394,2.49,2.44,2.77,673,9070,8455,9234,2064,0.0143,0.0125,0.0145,7238,3635,3108,3720,3574,14:52
254128,248789,257679,855,06.03.2019,0.0357,0.0341,0.036000000000000004,7865.9443,2.48,2.44,2.77,674,9070,8488,9234,2028,0.0144,0.0125,0.0145,7219,3643,3108,3720,3564,14:57
254400,248789,257679,853,06.03.2019,0.0357,0.0341,0.036000000000000004,7850.5287,2.48,2.44,2.77,676,9070,8488,9234,2026,0.0143,0.0125,0.0145,7147,3655,3121,3720,3564,15:02
254650,248789,257679,850,06.03.2019,0.0357,0.0341,0.036000000000000004,7842.674,2.48,2.44,2.77,672,9077,8488,9234,2041,0.0143,0.0126,0.0145,7187,3655,3126,3720,3520,15:07
254650,248975,257679,852,06.03.2019,0.0357,0.0341,0.036000000000000004,7873.6988,2.48,2.44,2.77,674,9090,8488,9234,2039,0.0143,0.0126,0.0145,7170,3653,3134,3720,3524,15:12
254650,248975,257679,851,06.03.2019,0.0357,0.0341,0.036000000000000004,7913.8616,2.48,2.44,2.77,674,9070,8512,9234,2037,0.0143,0.0126,0.0145,7153,3653,3134,3720,3521,15:17
254360,248975,257679,852,06.03.2019,0.0356,0.0341,0.036000000000000004,7924.8135,2.5,2.44,2.77,671,9070,8512,9234,2043,0.0142,0.0126,0.0145,7187,3580,3149,3720,3647,15:22
254500,248975,257679,850,06.03.2019,0.0356,0.0342,0.036000000000000004,7887.5943,2.5,2.44,2.77,671,9069,8512,9234,2041,0.0142,0.0126,0.0145,7197,3610,3150,3720,3627,15:27
254500,248975,257679,846,06.03.2019,0.0358,0.0342,0.036000000000000004,7882.7987,2.5,2.44,2.77,673,9069,8513,9234,2049,0.0142,0.0126,0.0145,7202,3614,3156,3720,3617,15:32
254500,248975,257679,846,06.03.2019,0.0358,0.0342,0.036000000000000004,7889.6837,2.5,2.44,2.77,671,9069,8538,9234,2053,0.0143,0.0127,0.0145,7190,3615,3164,3720,3628,15:37
254506,248975,257679,847,06.03.2019,0.0357,0.0342,0.036000000000000004,7871.9124,2.5,2.44,2.77,489,9067,8541,9234,2045,0.0143,0.0127,0.0145,7074,3625,3179,3720,3586,15:42
254520,248975,257679,847,06.03.2019,0.0357,0.0342,0.036000000000000004,7852.4557,2.51,2.44,2.77,475,9067,8550,9234,2017,0.0143,0.0127,0.0145,7041,3625,3190,3720,3541,15:47
254524,248975,257679,848,06.03.2019,0.0357,0.0342,0.036000000000000004,7877.6357,2.51,2.44,2.77,476,9068,8550,9234,2026,0.0143,0.0128,0.0145,7021,3625,3200,3720,3516,15:52
254527,248975,257679,847,06.03.2019,0.0357,0.0342,0.036000000000000004,7906.0427,2.51,2.44,2.77,475,9067,8550,9234,2020,0.0143,0.0129,0.0145,7011,3624,3230,3720,3494,15:57
254535,248975,257679,847,06.03.2019,0.0356,0.0342,0.036000000000000004,7891.8787,2.51,2.44,2.77,474,9042,8550,9234,2027,0.0143,0.013000000000000001,0.0145,6873,3620,3242,3720,3491,16:02
254555,249386,257679,846,06.03.2019,0.0356,0.0343,0.036000000000000004,7907.7825,2.5,2.44,2.77,470,9042,8560,9234,2025,0.0143,0.0132,0.0145,6686,3620,3324,3720,3327,16:07
254555,249803,257679,843,06.03.2019,0.0356,0.0345,0.036000000000000004,7866.6627,2.5,2.44,2.77,461,9042,8640,9234,2009,0.0143,0.0132,0.0145,6434,3620,3324,3720,3012,16:12
254555,250713,257679,844,06.03.2019,0.0355,0.0346,0.036000000000000004,7833.4201,2.5,2.44,2.77,463,9043,8704,9234,1951,0.0142,0.0132,0.0145,6475,3584,3324,3720,3046,16:17
254111,250826,257679,842,06.03.2019,0.0355,0.0346,0.036000000000000004,7827.5106,2.5,2.44,2.77,449,9042,8727,9234,1950,0.0141,0.0132,0.0145,6451,3584,3324,3720,3027,16:22
254111,250856,257679,843,06.03.2019,0.0355,0.0346,0.036000000000000004,7835.7596,2.5,2.44,2.77,443,9024,8727,9234,1941,0.0141,0.0132,0.0145,6401,3584,3370,3720,2909,16:27
254111,250874,257679,844,06.03.2019,0.0355,0.0346,0.036000000000000004,7823.2308,2.5,2.44,2.77,441,9018,8768,9234,1931,0.0141,0.0132,0.0145,6385,3578,3370,3720,2882,16:32
254109,251906,257679,842,06.03.2019,0.0355,0.0346,0.036000000000000004,7834.3153,2.5,2.44,2.77,441,9018,8768,9234,1921,0.0141,0.0132,0.0145,6321,3579,3370,3720,2848,16:37
254111,252395,257679,840,06.03.2019,0.0355,0.0346,0.036000000000000004,7809.8844,2.5,2.44,2.77,439,9018,8793,9234,1914,0.0142,0.0132,0.0145,6312,3585,3370,3720,2836,16:42
254000,252975,257679,839,06.03.2019,0.0355,0.0346,0.036000000000000004,7815.5796,2.5,2.44,2.77,438,9018,8793,9234,1916,0.0142,0.0132,0.0145,6296,3609,3370,3720,2825,16:47
254003,252975,257679,835,06.03.2019,0.0355,0.0346,0.036000000000000004,7819.1047,2.5,2.44,2.77,438,9018,8793,9234,1902,0.0142,0.0132,0.0145,6297,3594,3370,3720,2844,16:52
254003,252975,257679,834,06.03.2019,0.0355,0.0346,0.036000000000000004,7803.5023,2.5,2.44,2.77,437,9010,8793,9234,1836,0.0142,0.0132,0.0145,6244,3594,3370,3720,2781,16:57
254001,252975,257679,833,06.03.2019,0.0355,0.0346,0.036000000000000004,7776.0366,2.5,2.44,2.77,436,9010,8793,9234,1834,0.0142,0.0132,0.0145,6238,3594,3370,3720,2780,17:02
254000,252975,257679,836,06.03.2019,0.0355,0.0346,0.036000000000000004,7769.8558,2.5,2.44,2.77,437,9010,8793,9234,1809,0.0142,0.0132,0.0145,6255,3594,3370,3720,2770,17:07
254000,252975,257679,829,06.03.2019,0.0354,0.0346,0.036000000000000004,7748.214,2.5,2.44,2.65,428,8981,8793,9234,1808,0.0141,0.0132,0.0145,6237,3574,3371,3720,2789,17:12
253528,252975,257679,829,06.03.2019,0.0352,0.0346,0.036000000000000004,7757.1809,2.5,2.44,2.64,422,8965,8793,9234,1816,0.0141,0.0132,0.0145,6197,3574,3379,3720,2790,17:17
253528,252975,257679,822,06.03.2019,0.0352,0.0346,0.036000000000000004,7737.0629,2.5,2.44,2.64,421,8946,8793,9234,1831,0.0141,0.0132,0.0145,6158,3574,3379,3720,2754,17:22
253528,252975,257679,822,06.03.2019,0.0354,0.0346,0.036000000000000004,7709.2043,2.5,2.44,2.64,418,8951,8793,9234,1823,0.0141,0.0134,0.0145,6146,3574,3379,3720,2607,17:27
253528,252975,257679,818,06.03.2019,0.0352,0.0346,0.036000000000000004,7531.1827,2.5,2.44,2.64,418,8944,8793,9234,1811,0.013999999999999999,0.0134,0.0145,6088,3544,3379,3720,2446,17:32
253528,252975,257679,819,06.03.2019,0.0352,0.0346,0.036000000000000004,7553.8978,2.53,2.44,2.64,416,8946,8793,9234,1793,0.014,0.0134,0.0145,6025,3546,3379,3720,2441,17:37
253535,252975,257679,817,06.03.2019,0.0354,0.0346,0.036000000000000004,7583.7435,2.52,2.44,2.64,417,8961,8793,9234,1760,0.013999999999999999,0.0134,0.0145,6104,3554,3379,3720,2432,17:42
253569,252982,257679,815,06.03.2019,0.0354,0.0346,0.036000000000000004,7565.4825,2.52,2.44,2.64,418,8968,8793,9234,1764,0.0141,0.0134,0.0145,6115,3569,3379,3720,2431,17:47
253575,252982,257679,813,06.03.2019,0.0354,0.0346,0.036000000000000004,7565.3073,2.52,2.44,2.64,417,8972,8793,9234,1763,0.013999999999999999,0.0134,0.0145,6144,3569,3379,3720,2446,17:52
253584,252982,257679,814,06.03.2019,0.0354,0.0346,0.036000000000000004,7563.1486,2.51,2.44,2.64,417,8966,8802,9234,1752,0.0141,0.0134,0.0145,6089,3569,3379,3720,2426,17:57
253596,252982,257679,815,06.03.2019,0.0354,0.0346,0.036000000000000004,7552.0368,2.51,2.44,2.64,417,8967,8816,9234,1724,0.0142,0.0134,0.0145,6078,3574,3379,3720,2423,18:02
253605,252982,257679,816,06.03.2019,0.0355,0.0346,0.036000000000000004,7570.1937,2.51,2.44,2.64,420,8967,8816,9234,1737,0.0142,0.0134,0.0145,6113,3575,3379,3720,2421,18:07
253612,252982,257679,817,06.03.2019,0.0354,0.0346,0.036000000000000004,7563.2547,2.51,2.44,2.64,420,8991,8821,9234,1711,0.0142,0.0134,0.0145,6084,3584,3379,3720,2423,18:12
253627,253071,257679,811,06.03.2019,0.0355,0.0346,0.036000000000000004,7527.5433,2.48,2.44,2.64,418,8992,8842,9234,1701,0.0143,0.0134,0.0145,6106,3630,3379,3720,2470,18:17
253639,253071,257679,808,06.03.2019,0.0355,0.0346,0.036000000000000004,7544.8185,2.49,2.44,2.64,421,9053,8842,9234,1690,0.0142,0.0134,0.0145,6116,3624,3379,3720,2470,18:22
254765,253071,257679,810,06.03.2019,0.0355,0.0346,0.036000000000000004,7544.5798,2.49,2.44,2.64,421,9017,8842,9234,1685,0.0142,0.0134,0.0145,6098,3624,3379,3720,2467,18:27
254765,253071,257679,804,06.03.2019,0.0355,0.0346,0.036000000000000004,7522.2296,2.49,2.44,2.64,421,9018,8842,9234,1659,0.0142,0.0134,0.0145,6125,3624,3379,3720,2484,18:32
254949,253071,257679,805,06.03.2019,0.0355,0.0346,0.036000000000000004,7555.9234,2.49,2.44,2.64,420,9017,8842,9234,1656,0.0142,0.0134,0.0145,6121,3614,3379,3720,2482,18:37
254697,253071,257679,810,06.03.2019,0.0355,0.0346,0.036000000000000004,7552.4942,2.49,2.44,2.64,422,9017,8842,9234,1654,0.0142,0.0134,0.0145,6190,3604,3379,3720,2480,18:42
254697,253071,257679,812,06.03.2019,0.0355,0.0346,0.036000000000000004,7544.6503,2.49,2.44,2.64,422,9017,8842,9234,1668,0.0142,0.0134,0.0145,6190,3604,3379,3720,2484,18:47
254949,253071,257679,813,06.03.2019,0.0355,0.0348,0.036000000000000004,7153.7869999999975,2.49,2.44,2.64,421,9017,8842,9234,1669,0.0142,0.0134,0.0145,6156,3605,3379,3720,2468,18:52
254949,253071,257679,816,06.03.2019,0.0355,0.0349,0.036000000000000004,7150.9921,2.49,2.44,2.64,420,9018,8842,9234,1668,0.0142,0.0134,0.0145,6137,3614,3379,3720,2463,18:57
254949,253071,257679,812,06.03.2019,0.0355,0.0349,0.036000000000000004,7152.9332,2.49,2.44,2.64,418,9018,8846,9234,1662,0.0142,0.0134,0.0145,6057,3614,3379,3720,2400,19:02
254961,253071,257679,811,06.03.2019,0.0354,0.0349,0.036000000000000004,7152.9945,2.49,2.44,2.64,417,9019,8867,9234,1664,0.0142,0.0134,0.0145,5986,3604,3379,3720,2327,19:07
254375,253071,257679,811,06.03.2019,0.0354,0.0349,0.036000000000000004,7049.2207,2.49,2.44,2.64,415,9002,8867,9234,1660,0.0141,0.0134,0.0145,6007,3587,3379,3720,2327,19:12
254240,253071,257679,808,06.03.2019,0.0354,0.0349,0.036000000000000004,6989.1089,2.49,2.44,2.64,414,9003,8867,9234,1637,0.0141,0.0134,0.0145,5984,3584,3379,3720,2333,19:17
254311,253071,257679,808,06.03.2019,0.0354,0.0349,0.036000000000000004,6967.725,2.5,2.44,2.64,406,9002,8867,9234,1635,0.0141,0.0134,0.0145,5969,3584,3379,3720,2327,19:22
254325,253071,257679,807,06.03.2019,0.0354,0.0349,0.036000000000000004,6979.6151,2.5,2.44,2.64,404,8986,8867,9234,1661,0.0141,0.0134,0.0145,5959,3584,3379,3720,2242,19:27
254326,253071,257679,809,06.03.2019,0.0354,0.0349,0.036000000000000004,7051.8848,2.5,2.44,2.64,406,8987,8867,9234,1655,0.0141,0.0134,0.0145,5984,3584,3379,3720,2239,19:32
254326,253071,257679,812,06.03.2019,0.0354,0.0349,0.036000000000000004,7020.7825,2.5,2.44,2.64,406,8987,8867,9234,1658,0.0141,0.0134,0.0145,5995,3584,3379,3720,2245,19:37
254329,253071,257679,813,06.03.2019,0.0354,0.0349,0.036000000000000004,6985.6817,2.5,2.44,2.64,405,8988,8867,9234,1658,0.0141,0.0134,0.0145,5973,3584,3379,3720,2239,19:42
254355,253071,257679,810,06.03.2019,0.0354,0.0349,0.036000000000000004,7031.0924,2.49,2.44,2.64,407,8993,8867,9234,1598,0.0142,0.0134,0.0145,5951,3599,3379,3720,2237,19:47
254361,253071,257679,808,06.03.2019,0.0354,0.0349,0.036000000000000004,7041.2819,2.49,2.44,2.64,405,9024,8867,9234,1594,0.0142,0.0134,0.0145,5951,3604,3379,3720,2238,19:52
254367,253081,257679,806,06.03.2019,0.0354,0.0349,0.036000000000000004,7010.7024,2.49,2.44,2.64,403,8995,8867,9234,1598,0.0142,0.0134,0.0145,5965,3606,3379,3720,2241,19:57
254380,253100,257679,804,06.03.2019,0.0354,0.0349,0.036000000000000004,6988.5794,2.49,2.44,2.64,402,8996,8867,9234,1590,0.0142,0.0134,0.0145,5941,3615,3379,3720,2227,20:02
254380,253100,257679,805,06.03.2019,0.0354,0.0349,0.036000000000000004,6994.7923,2.49,2.44,2.64,400,8996,8867,9234,1586,0.0142,0.0134,0.0145,5946,3614,3379,3720,2243,20:07
254380,253100,257679,804,06.03.2019,0.0353,0.0349,0.036000000000000004,7025.9207,2.49,2.44,2.64,398,8995,8867,9234,1592,0.0142,0.0134,0.0145,5968,3614,3379,3720,2254,20:12
254380,253100,257679,806,06.03.2019,0.0353,0.0349,0.036000000000000004,7022.9425,2.49,2.44,2.64,401,8995,8867,9234,1583,0.0142,0.0134,0.0145,5976,3614,3379,3720,2251,20:17
254380,253100,257679,805,06.03.2019,0.0353,0.0349,0.036000000000000004,7020.7615,2.49,2.44,2.64,401,8995,8867,9234,1590,0.0142,0.0134,0.0145,5961,3614,3379,3720,2239,20:22
254380,253100,257679,801,06.03.2019,0.0353,0.0349,0.036000000000000004,6994.842,2.48,2.44,2.64,401,8995,8867,9234,1580,0.0142,0.0134,0.0145,5929,3614,3379,3720,2232,20:27
254380,253100,257679,805,06.03.2019,0.0353,0.0349,0.036000000000000004,7001.0911,2.48,2.44,2.64,399,8995,8867,9234,1579,0.0142,0.0134,0.0145,5944,3614,3379,3720,2229,20:32
254380,253100,257679,805,06.03.2019,0.0353,0.0349,0.036000000000000004,7023.8098,2.47,2.33,2.64,425,8989,8867,9234,1584,0.0142,0.0134,0.0145,5933,3614,3379,3720,2234,20:37
254380,253100,257679,803,06.03.2019,0.0353,0.0349,0.036000000000000004,7035.6846,2.44,2.33,2.64,425,8989,8867,9234,1586,0.0142,0.0134,0.0145,5918,3614,3379,3720,2238,20:42
254380,253100,257679,802,06.03.2019,0.0353,0.0349,0.036000000000000004,7023.038000000001,2.46,2.33,2.64,424,8990,8867,9234,1587,0.0142,0.0134,0.0145,5800,3614,3379,3720,2238,20:47
254380,253100,257679,800,06.03.2019,0.0353,0.0349,0.036000000000000004,7030.3702,2.46,2.33,2.64,424,8983,8867,9234,1589,0.0142,0.0134,0.0145,5798,3614,3379,3720,2238,20:52
254380,253100,257679,801,06.03.2019,0.0353,0.0349,0.036000000000000004,7004.1912,2.46,2.33,2.64,424,8983,8867,9234,1593,0.0142,0.0134,0.0145,5798,3619,3379,3720,2226,20:57
254380,253100,257679,804,06.03.2019,0.0353,0.0349,0.036000000000000004,7022.0651,2.48,2.33,2.64,423,8985,8867,9234,1587,0.0142,0.0134,0.0145,5769,3604,3379,3720,2231,21:02
254380,253100,257679,801,06.03.2019,0.0353,0.0349,0.036000000000000004,7007.8279,2.48,2.33,2.64,424,8984,8867,9234,1586,0.0142,0.0134,0.0145,5787,3599,3379,3720,2236,21:07
254381,253100,257679,801,06.03.2019,0.0353,0.0349,0.036000000000000004,6990.2544,2.48,2.33,2.64,424,8984,8867,9234,1589,0.0142,0.0134,0.0145,5815,3600,3379,3720,2230,21:12
254383,253100,257679,802,06.03.2019,0.0353,0.0349,0.036000000000000004,6999.8786,2.49,2.33,2.64,423,8984,8867,9234,1591,0.0142,0.0134,0.0145,5786,3600,3379,3720,2221,21:17
254111,253100,257679,802,06.03.2019,0.0353,0.0349,0.036000000000000004,6997.6714,2.49,2.33,2.64,420,8980,8867,9234,1586,0.0142,0.0134,0.0145,5791,3600,3379,3720,2222,21:22
254111,253100,257679,802,06.03.2019,0.0353,0.0349,0.036000000000000004,6984.7061,2.49,2.33,2.64,418,8975,8867,9234,1589,0.0142,0.0134,0.0145,5776,3604,3379,3720,2224,21:27
253751,253100,257679,805,06.03.2019,0.0353,0.0349,0.036000000000000004,7007.9253,2.49,2.33,2.64,418,8975,8867,9234,1584,0.0142,0.0134,0.0145,5780,3599,3379,3720,2236,21:32
254500,253100,257679,801,06.03.2019,0.0353,0.0349,0.036000000000000004,6985.9497,2.49,2.33,2.64,415,8977,8867,9234,1567,0.0142,0.0134,0.0145,5785,3605,3379,3720,2237,21:37
253751,253100,257679,800,06.03.2019,0.0353,0.0349,0.036000000000000004,6990.7741,2.49,2.33,2.64,416,8981,8867,9234,1567,0.0142,0.0134,0.0145,5789,3604,3379,3720,2238,21:42
254238,253100,257679,802,06.03.2019,0.0354,0.0349,0.036000000000000004,7021.5067,2.49,2.33,2.64,415,8983,8867,9234,1563,0.0142,0.0134,0.0145,5789,3604,3379,3720,2219,21:47
253983,253100,257679,799,06.03.2019,0.0354,0.0349,0.036000000000000004,7026.0635,2.48,2.33,2.64,415,8983,8867,9234,1556,0.0142,0.0134,0.0145,5760,3604,3379,3720,2219,21:52
253984,253100,257679,800,06.03.2019,0.0354,0.0349,0.036000000000000004,6989.5626,2.48,2.33,2.64,414,8989,8867,9234,1542,0.0142,0.0134,0.0145,5789,3606,3379,3720,2218,21:57
254202,253100,257679,801,06.03.2019,0.0354,0.0349,0.036000000000000004,6990.6431,2.48,2.33,2.64,413,9000,8867,9234,1537,0.0142,0.0134,0.0145,5770,3604,3379,3720,2216,22:02
254207,253100,257679,798,06.03.2019,0.0353,0.0349,0.036000000000000004,7020.7553,2.48,2.33,2.64,412,8995,8867,9234,1538,0.0142,0.0134,0.0145,5769,3604,3379,3720,2211,22:07
254210,253100,257679,798,06.03.2019,0.0354,0.0349,0.036000000000000004,7010.2232,2.48,2.33,2.64,412,9000,8867,9234,1539,0.0142,0.0134,0.0145,5769,3605,3379,3720,2211,22:12
254210,253100,257679,801,06.03.2019,0.0354,0.0349,0.036000000000000004,7012.2342,2.48,2.33,2.64,410,9004,8867,9234,1540,0.0142,0.0134,0.0145,5780,3606,3379,3720,2210,22:17
254210,253100,257679,797,06.03.2019,0.0355,0.0349,0.036000000000000004,7006.236,2.48,2.33,2.63,412,9004,8867,9234,1542,0.0142,0.0134,0.0145,5754,3605,3379,3720,2212,22:22
254949,253100,257679,789,06.03.2019,0.0355,0.0349,0.036000000000000004,7030.9701,2.48,2.33,2.63,410,9007,8867,9234,1543,0.0142,0.0134,0.0145,5738,3606,3379,3720,2202,22:27
254949,253100,257679,798,06.03.2019,0.0355,0.0349,0.036000000000000004,7040.4561,2.48,2.33,2.63,409,9016,8867,9234,1549,0.0142,0.0134,0.0145,5737,3604,3379,3720,2206,22:32
254951,253100,257679,797,06.03.2019,0.0355,0.0349,0.036000000000000004,7054.3549,2.48,2.33,2.63,408,9024,8867,9234,1565,0.0142,0.0134,0.0145,5725,3606,3379,3720,2200,22:37
255103,253100,257679,814,06.03.2019,0.0355,0.0349,0.036000000000000004,7084.9796,2.48,2.33,2.63,407,9046,8867,9234,1564,0.0142,0.0134,0.0145,5736,3607,3379,3720,2174,22:42
255103,253100,257679,815,06.03.2019,0.0355,0.0349,0.036000000000000004,7050.9987,2.48,2.33,2.63,404,9032,8867,9234,1558,0.0142,0.0134,0.0145,5794,3607,3379,3720,2183,22:47
255103,253100,257679,816,06.03.2019,0.0354,0.0349,0.036000000000000004,7013.7526,2.48,2.33,2.63,404,9032,8867,9234,1556,0.0142,0.0134,0.0145,5833,3608,3379,3720,2180,22:52
255103,253100,257679,809,06.03.2019,0.0354,0.0349,0.036000000000000004,7020.4975,2.48,2.33,2.63,402,9017,8867,9234,1558,0.0142,0.0134,0.0145,5820,3609,3379,3720,2189,22:57
255115,253100,257679,799,06.03.2019,0.0354,0.0349,0.036000000000000004,7003.0581,2.48,2.33,2.63,403,9017,8867,9234,1555,0.0142,0.0134,0.0145,5821,3614,3379,3720,2178,23:02
255121,253100,257679,800,06.03.2019,0.0353,0.0349,0.036000000000000004,7024.2939,2.48,2.33,2.63,402,9018,8867,9234,1555,0.0142,0.0134,0.0145,5813,3614,3379,3720,2179,23:07
255124,253100,257679,800,06.03.2019,0.0353,0.0349,0.036000000000000004,7048.276999999999,2.48,2.33,2.63,401,9018,8867,9234,1556,0.0142,0.0134,0.0145,5830,3614,3379,3720,2186,23:12
255126,253100,257679,799,06.03.2019,0.0353,0.0349,0.036000000000000004,7045.4327,2.48,2.33,2.63,403,9018,8867,9234,1557,0.0142,0.0134,0.0145,5794,3609,3379,3720,2176,23:17
255951,252000,259150,651,09.03.2019,0.0347,0.0342,0.0354,4993.7977,2.36,2.35,2.45,332,8867,8671,9150,1253,0.0146,0.0142,0.0147,3602,3730,3605,3767,960,09:00
255739,252000,259150,650,09.03.2019,0.0351,0.0342,0.0354,5077.2396,2.37,2.35,2.45,333,8920,8671,9150,1307,0.0146,0.0142,0.0147,3613,3739,3605,3767,957,09:05
255757,252000,259150,649,09.03.2019,0.0351,0.0342,0.0354,5083.5857,2.38,2.35,2.45,335,8970,8671,9150,1300,0.0146,0.0142,0.0147,3613,3740,3605,3767,954,09:10
255777,252000,259150,648,09.03.2019,0.0351,0.0342,0.0354,5132.9476,2.38,2.35,2.45,335,8970,8671,9150,1298,0.0146,0.0142,0.0147,3637,3748,3605,3767,953,09:15
256001,252000,259150,655,09.03.2019,0.0351,0.0342,0.0354,5146.766,2.38,2.35,2.45,335,8975,8671,9150,1295,0.0147,0.0142,0.0147,3609,3748,3605,3770,972,09:20
256554,252000,259150,651,09.03.2019,0.035,0.0342,0.0354,5124.2432,2.38,2.35,2.45,335,8992,8671,9150,1289,0.0147,0.0142,0.0147,3610,3760,3605,3774,973,09:25
256554,252000,259150,643,09.03.2019,0.035,0.0342,0.0354,5092.5446,2.38,2.35,2.45,335,8992,8671,9150,1270,0.0147,0.0142,0.0147,3598,3753,3605,3774,976,09:30
256554,252000,259150,644,09.03.2019,0.0351,0.0342,0.0354,5112.8471,2.38,2.35,2.45,335,8992,8671,9150,1267,0.0147,0.0142,0.0147,3606,3748,3605,3774,974,09:35
256554,252000,259150,645,09.03.2019,0.0351,0.0342,0.0354,5107.0064,2.38,2.35,2.45,334,8992,8671,9150,1270,0.0147,0.0142,0.0147,3589,3753,3605,3774,975,09:40
256554,252000,259150,646,09.03.2019,0.035,0.0342,0.0354,5069.7608,2.38,2.35,2.45,334,8992,8671,9150,1266,0.0146,0.0142,0.0147,3619,3748,3605,3774,975,09:45
256602,252000,259119,645,09.03.2019,0.035,0.0342,0.0354,5086.726,2.38,2.35,2.45,334,8991,8671,9150,1266,0.0146,0.0142,0.0147,3610,3761,3605,3774,978,09:50
257000,252000,259000,645,09.03.2019,0.035,0.0342,0.0354,5139.7927,2.38,2.35,2.45,336,8992,8671,9150,1267,0.0146,0.0142,0.0147,3611,3761,3605,3774,973,09:55
257012,252000,259000,646,09.03.2019,0.035,0.0342,0.0354,5120.7318,2.38,2.35,2.45,334,8992,8671,9150,1262,0.0146,0.0142,0.0147,3625,3761,3605,3785,992,10:00
258165,252000,259441,647,09.03.2019,0.035,0.0342,0.0354,5161.1041,2.38,2.35,2.45,335,9030,8671,9150,1279,0.0146,0.0142,0.0147,3630,3761,3605,3797,999,10:05
258172,252000,259441,643,09.03.2019,0.035,0.0342,0.0354,5152.2345,2.37,2.35,2.45,335,9017,8671,9150,1288,0.0147,0.0142,0.0147,3608,3810,3605,3810,1028,10:10
258172,252000,259441,647,09.03.2019,0.035,0.0342,0.0354,5152.7482,2.37,2.35,2.45,335,9017,8671,9150,1286,0.0147,0.0142,0.0147,3611,3771,3605,3810,1033,10:15
257484,252000,259441,650,09.03.2019,0.035,0.0342,0.0354,5173.5305,2.37,2.35,2.45,334,9017,8671,9150,1288,0.0147,0.0142,0.0147,3610,3780,3605,3810,1036,10:20
257512,252000,259441,654,09.03.2019,0.035,0.0342,0.0354,5156.5922,2.37,2.35,2.45,335,9017,8671,9150,1291,0.0147,0.0142,0.0147,3591,3780,3605,3810,1022,10:25
257554,252000,259441,649,09.03.2019,0.0349,0.0342,0.0354,5146.5846,2.37,2.35,2.45,334,9017,8671,9150,1291,0.0147,0.0142,0.0147,3609,3781,3605,3810,1024,10:30
257587,252000,259441,649,09.03.2019,0.035,0.0342,0.0354,5147.0378,2.37,2.35,2.45,334,9017,8671,9150,1294,0.0147,0.0142,0.0148,3574,3790,3605,3814,1017,10:35
257601,252000,259441,647,09.03.2019,0.0349,0.0342,0.0354,5120.9091,2.37,2.35,2.45,333,9017,8671,9150,1294,0.0147,0.0142,0.0148,3573,3790,3605,3814,1016,10:40
257601,252000,259441,651,09.03.2019,0.0349,0.0342,0.0354,5125.9903,2.37,2.35,2.45,336,9017,8671,9150,1291,0.0148,0.0142,0.0148,3590,3800,3605,3814,1028,10:45
257338,252000,259441,651,09.03.2019,0.0349,0.0342,0.0354,5148.5782,2.37,2.35,2.45,334,9017,8671,9150,1292,0.0147,0.0142,0.0148,3585,3800,3605,3814,1025,10:50
